2022-01-04 13:00:03,269 | requestgoogle | __init__ - INFO: Created the request google object
2022-01-04 16:01:26,464 | requestgoogle | get_100_urls - INFO: Got 100 search URLs: ['https://www.jobsnepal.com/', 'https://merojob.com/', 'https://openknowledge.worldbank.org/handle/10986/33956', 'https://unjobs.org/duty_stations/nepal', 'https://www.ramrojob.com/', 'https://www.educatenepal.com/notice_announcements/mobile/list-of-government-jobs-in-nepal', 'https://www.indeed.com/q-Nepal-jobs.html', 'https://np.usembassy.gov/jobs/', 'https://blogs.worldbank.org/jobs/job-quality-nepal-improving-women-lag-behind', 'https://pubmed.ncbi.nlm.nih.gov/31735939/', 'https://juniperpublishers.com/jojnhc/JOJNHC.MS.ID.555814.php', 'https://pubmed.ncbi.nlm.nih.gov/30771663/', 'https://thehimalayantimes.com/nepal/israel-announces-1000-job-vacancies-for-nepalis', 'https://pubmed.ncbi.nlm.nih.gov/27461030/', 'https://nepal.mercycorps.org/vacancy-announcement/', 'https://www.colgate.edu/news/stories/anna-kosa-14-brings-international-relations-background-un-job-nepal', 'https://www.business-humanrights.org/en/latest-news/nepal-labour-ministry-records-over-500000-job-losses-both-home-and-abroad-amid-covid-19-pandemic/', 'https://www.merorojgari.com/', 'https://jobs.unicef.org/en-us/filter/?search-keyword=&location=nepal', 'https://www.who.int/nepal/careers', 'https://www.kumarijob.com/', 'https://www.readglobal.org/read-offices/read-nepal/read-nepal-job-openings/', 'https://www.jobejee.com/', 'https://rollingnexus.com/jobs', 'https://www.ustraveldocs.com/np/np-niv-typework.asp', 'https://www.worldbank.org/en/news/press-release/2020/08/18/4-million-jobs-added-to-nepals-economy-in-the-past-decade-as-constraints-to-labor-market-outcomes-still-persist-states-new-world-bank-report', 'https://www.glassdoor.com/Jobs/ASSURANCE-IQ-Nepal-Jobs-EI_IE2130958.0,12_IL.13,18_IN181.htm', 'https://www.internations.org/go/moving-to-nepal/working', 'https://disabilityrightsfund.org/job-description-program-officer-for-nepal/', 'https://jobs.undp.org/cj_view_job.cfm?cur_job_id=98159', 'https://np.linkedin.com/jobs/administrative-jobs', 'https://www.tefl.org/tefl-jobs-centre/countries/tefl-jobs-in-nepal/', 'https://kathmandupost.com/national/2021/08/11/israel-caregiver-job-vacancies-receive-huge-response-from-nepali-youths', 'https://www.upwork.com/freelance-jobs/nepali/', 'https://www.amnesty.org/en/documents/asa31/6206/2017/en/', 'https://www.safetynet-web.org/post/2020/08/30/job-opportunity-who-epidemiologist-for-nepal', 'https://winrock.org/join-us/careers/job-openings/', 'https://www.visahunter.com/articles/how-to-find-a-job-in-nepal-as-a-foreigner/', 'https://www.allnepaljob.com/', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6532054/', 'https://www.ifj.org/media-centre/news/detail/category/press-releases/article/nepal-union-officials-arrested-protesting-job-losses.html', 'https://www.linkedin.com/jobs/omnicommediagroup-nepal-jobs-worldwide', 'https://www.facebook.com/jobcareernepal', 'https://www.collegenp.com/vacancy', 'https://www.savetherhino.org/poaching-crisis/assam-rocked-by-claims-kaziranga-poaching-is-an-insider-job-nepal-celebrates-two-poaching-free-years/', 'https://nepal.un.org/en/jobs', 'http://cotiviti.com.np/jobs', 'https://eeas.europa.eu/delegations/nepal/90609/vacancy-administrative-assistant_en', 'https://bmcnurs.biomedcentral.com/articles/10.1186/s12912-019-0379-2', 'https://www.gsif.it/job-vacancy-program-manager-nepal-country-office/', 'https://share.america.gov/providing-hope-jobs-nepal-india/', 'https://abtassociates.dejobs.org/npl/jobs/', 'https://www.nepalitimes.com/latest/nepali-caregivers-sit-for-israel-job-exams/', 'https://www.naukri.com/jobs-in-nepal', 'https://www.nepalpeacebuilding.org/post-doctoral-researcher-job-description', 'https://crs.taleo.net/careersection/jobdetail.ftl?job=210000VF&lang=en&rb=reliefweb', 'https://www.pinterest.com/pin/589901251188033947/', 'https://www.unjobnet.org/countries/Nepal', 'http://www.xinhuanet.com/english/2019-02/13/c_137819124.htm', 'https://gca.org/how-climate-smart-farming-is-bringing-jobs-back-to-nepal/', "https://www.researchgate.net/publication/343281101_MBA_Graduates'_Perception_on_Job_Search_Sources_Evidence_from_Nepal", 'https://www.wfp.org/careers/job-openings', 'https://www.usaid.gov/nepal/vacancy-announcement/administrative-assistant-fsnpsc-7', 'https://www.quora.com/Which-programming-language-should-I-learn-to-get-a-job-in-Nepal', 'https://bmchealthservres.biomedcentral.com/articles/10.1186/s12913-016-1558-4', 'https://www.payscale.com/research/NP/Job=Accountant/Salary', 'https://www.fhi360.org/careers', 'https://www.ilo.org/employment/Whatwedo/Publications/WCMS_502340/lang--en/index.htm', 'https://www.welthungerhilfe.org/news/latest-articles/i-love-my-job-emergency-response-team-in-nepal/', 'https://www.ilo.org/global/topics/fair-recruitment/WCMS_574484/lang--en/index.htm', 'https://www.solidaritycenter.org/publication/rebuilding-nepal-creating-good-job-amid-reconstruction-migration/', 'https://nepalhealthjob.com/', 'https://www.jobboardfinder.com/news/interview-merojob-nepal/', 'https://www.theguardian.com/global-development/2013/sep/25/qatar-nepalese-workers-poverty-camps', 'https://ca.indeed.com/Nepal-jobs-in-Canada', 'https://www.tribuneindia.com/news/sports/dav-whatmore-quits-nepal-cricket-team-coach-job-citing-personal-reasons-303260', 'https://rtiint.referrals.selectminds.com/international/jobs/call-for-experts-%E2%80%93-nepal-jal-jangal-activity-5112', 'https://nepal.ipas.org/category/vacancy/', 'https://jobs.unops.org/', 'https://www.southasiacenter.upenn.edu/news/job-announcement-usef-nepal-executive-director-closing-date-sept-2', 'https://m.facebook.com/tejjobsnepal/reviews/?ref=page_internal&mt_nav=0', 'https://unctad.org/press-material/job-creation-critical-durable-economic-progress-nepal', 'https://www.helvetas.org/en/nepal/who-we-are/jobs', 'https://www.imf.org/en/About/Recruitment', 'https://www.nursingtimes.net/clinical-archive/critical-care/nurse-swaps-nhs-job-to-develop-icu-in-nepal-06-07-2012/', 'https://www.newamericaneconomy.org/feature/nepali-refugee-doesnt-let-job-business-or-family-stand-in-way-of-volunteering-we-want-to-give-back/', 'https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.989.3753&rep=rep1&type=pdf', 'https://publichealthupdate.com/category/healthjobopportunities/', 'https://maitinepal.org/program/training-and-job-placement/', 'https://m.reliefweb.int/jobs?search=country.exact%3A%22Nepal%22', 'https://www.wwfnepal.org/opportunities/vacancy/', 'https://hsrc.himmelfarb.gwu.edu/sphhs_global_facpubs/328/', 'https://www.npr.org/sections/parallels/2014/04/22/305954983/who-are-nepals-sherpas', 'https://www.np.undp.org/content/nepal/en/home/presscenter/articles/2020/Three-in-Five-employees-lost-their-jobs-due-to-COVID19-in-Nepal.html', 'https://www.financialnotices.com/career-notices.html', 'https://careers.wvi.org/job-opportunities-in-nepal', 'https://kantipurjob.com/', 'https://jobs.theguardian.com/jobs/nepal/job-vacancy/no-remote-option/', 'https://play.google.com/store/apps/details?id=com.suvidhatech.application&hl=en_US&gl=US', 'https://in.linkedin.com/in/ramesh-dangal-478262117'] 
2022-01-04 16:01:26,486 | checkjobwebsite | __init__ - INFO: Checking Homepage based websites:
2022-01-04 16:01:27,853 | checkjobwebsite | check_urls - INFO: Verifying https://www.jobsnepal.com/
2022-01-04 16:01:28,109 | requestgoogle | get_100_urls - INFO: Got 100 search URLs: ['https://www.jobsnepal.com/', 'https://merojob.com/', 'https://openknowledge.worldbank.org/handle/10986/33956', 'https://unjobs.org/duty_stations/nepal', 'https://www.ramrojob.com/', 'https://www.educatenepal.com/notice_announcements/mobile/list-of-government-jobs-in-nepal', 'https://www.indeed.com/q-Nepal-jobs.html', 'https://np.usembassy.gov/jobs/', 'https://blogs.worldbank.org/jobs/job-quality-nepal-improving-women-lag-behind', 'https://pubmed.ncbi.nlm.nih.gov/31735939/', 'https://juniperpublishers.com/jojnhc/JOJNHC.MS.ID.555814.php', 'https://pubmed.ncbi.nlm.nih.gov/30771663/', 'https://thehimalayantimes.com/nepal/israel-announces-1000-job-vacancies-for-nepalis', 'https://pubmed.ncbi.nlm.nih.gov/27461030/', 'https://nepal.mercycorps.org/vacancy-announcement/', 'https://www.colgate.edu/news/stories/anna-kosa-14-brings-international-relations-background-un-job-nepal', 'https://www.business-humanrights.org/en/latest-news/nepal-labour-ministry-records-over-500000-job-losses-both-home-and-abroad-amid-covid-19-pandemic/', 'https://www.merorojgari.com/', 'https://jobs.unicef.org/en-us/filter/?search-keyword=&location=nepal', 'https://www.who.int/nepal/careers', 'https://www.kumarijob.com/', 'https://www.readglobal.org/read-offices/read-nepal/read-nepal-job-openings/', 'https://www.jobejee.com/', 'https://rollingnexus.com/jobs', 'https://www.ustraveldocs.com/np/np-niv-typework.asp', 'https://www.worldbank.org/en/news/press-release/2020/08/18/4-million-jobs-added-to-nepals-economy-in-the-past-decade-as-constraints-to-labor-market-outcomes-still-persist-states-new-world-bank-report', 'https://www.glassdoor.com/Jobs/ASSURANCE-IQ-Nepal-Jobs-EI_IE2130958.0,12_IL.13,18_IN181.htm', 'https://www.internations.org/go/moving-to-nepal/working', 'https://disabilityrightsfund.org/job-description-program-officer-for-nepal/', 'https://jobs.undp.org/cj_view_job.cfm?cur_job_id=98159', 'https://m.reliefweb.int/jobs?search=country.exact%3A%22Nepal%22', 'https://www.wwfnepal.org/opportunities/vacancy/', 'https://hsrc.himmelfarb.gwu.edu/sphhs_global_facpubs/328/', 'https://www.npr.org/sections/parallels/2014/04/22/305954983/who-are-nepals-sherpas', 'https://www.np.undp.org/content/nepal/en/home/presscenter/articles/2020/Three-in-Five-employees-lost-their-jobs-due-to-COVID19-in-Nepal.html', 'https://www.financialnotices.com/career-notices.html', 'https://careers.wvi.org/job-opportunities-in-nepal', 'https://kantipurjob.com/', 'https://jobs.theguardian.com/jobs/nepal/job-vacancy/no-remote-option/', 'https://play.google.com/store/apps/details?id=com.suvidhatech.application&hl=en_US&gl=US', 'https://www.ifj.org/media-centre/news/detail/category/press-releases/article/nepal-union-officials-arrested-protesting-job-losses.html', 'https://www.linkedin.com/jobs/omnicommediagroup-nepal-jobs-worldwide', 'https://www.facebook.com/jobcareernepal', 'https://www.collegenp.com/vacancy', 'https://www.savetherhino.org/poaching-crisis/assam-rocked-by-claims-kaziranga-poaching-is-an-insider-job-nepal-celebrates-two-poaching-free-years/', 'https://nepal.un.org/en/jobs', 'http://cotiviti.com.np/jobs', 'https://eeas.europa.eu/delegations/nepal/90609/vacancy-administrative-assistant_en', 'https://bmcnurs.biomedcentral.com/articles/10.1186/s12912-019-0379-2', 'https://www.gsif.it/job-vacancy-program-manager-nepal-country-office/', 'https://share.america.gov/providing-hope-jobs-nepal-india/', 'https://abtassociates.dejobs.org/npl/jobs/', 'https://www.nepalitimes.com/latest/nepali-caregivers-sit-for-israel-job-exams/', 'https://www.naukri.com/jobs-in-nepal', 'https://www.nepalpeacebuilding.org/post-doctoral-researcher-job-description', 'https://crs.taleo.net/careersection/jobdetail.ftl?job=210000VF&lang=en&rb=reliefweb', 'https://www.pinterest.com/pin/589901251188033947/', 'https://www.unjobnet.org/countries/Nepal', 'http://www.xinhuanet.com/english/2019-02/13/c_137819124.htm', 'https://gca.org/how-climate-smart-farming-is-bringing-jobs-back-to-nepal/', "https://www.researchgate.net/publication/343281101_MBA_Graduates'_Perception_on_Job_Search_Sources_Evidence_from_Nepal", 'https://www.wfp.org/careers/job-openings', 'https://www.usaid.gov/nepal/vacancy-announcement/administrative-assistant-fsnpsc-7', 'https://www.quora.com/Which-programming-language-should-I-learn-to-get-a-job-in-Nepal', 'https://bmchealthservres.biomedcentral.com/articles/10.1186/s12913-016-1558-4', 'https://www.payscale.com/research/NP/Job=Accountant/Salary', 'https://www.fhi360.org/careers', 'https://www.ilo.org/employment/Whatwedo/Publications/WCMS_502340/lang--en/index.htm', 'https://www.welthungerhilfe.org/news/latest-articles/i-love-my-job-emergency-response-team-in-nepal/', 'https://www.ilo.org/global/topics/fair-recruitment/WCMS_574484/lang--en/index.htm', 'https://www.solidaritycenter.org/publication/rebuilding-nepal-creating-good-job-amid-reconstruction-migration/', 'https://nepalhealthjob.com/', 'https://www.jobboardfinder.com/news/interview-merojob-nepal/', 'https://www.theguardian.com/global-development/2013/sep/25/qatar-nepalese-workers-poverty-camps', 'https://ca.indeed.com/Nepal-jobs-in-Canada', 'https://www.tribuneindia.com/news/sports/dav-whatmore-quits-nepal-cricket-team-coach-job-citing-personal-reasons-303260', 'https://rtiint.referrals.selectminds.com/international/jobs/call-for-experts-%E2%80%93-nepal-jal-jangal-activity-5112', 'https://nepal.ipas.org/category/vacancy/', 'https://jobs.unops.org/', 'https://www.southasiacenter.upenn.edu/news/job-announcement-usef-nepal-executive-director-closing-date-sept-2', 'https://m.facebook.com/tejjobsnepal/reviews/?ref=page_internal&mt_nav=0', 'https://unctad.org/press-material/job-creation-critical-durable-economic-progress-nepal', 'https://www.helvetas.org/en/nepal/who-we-are/jobs', 'https://www.imf.org/en/About/Recruitment', 'https://www.nursingtimes.net/clinical-archive/critical-care/nurse-swaps-nhs-job-to-develop-icu-in-nepal-06-07-2012/', 'https://www.newamericaneconomy.org/feature/nepali-refugee-doesnt-let-job-business-or-family-stand-in-way-of-volunteering-we-want-to-give-back/', 'https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.989.3753&rep=rep1&type=pdf', 'https://publichealthupdate.com/category/healthjobopportunities/', 'https://maitinepal.org/program/training-and-job-placement/', 'https://m.reliefweb.int/jobs?search=country.exact%3A%22Nepal%22', 'https://www.wwfnepal.org/opportunities/vacancy/', 'https://hsrc.himmelfarb.gwu.edu/sphhs_global_facpubs/328/', 'https://www.npr.org/sections/parallels/2014/04/22/305954983/who-are-nepals-sherpas', 'https://www.np.undp.org/content/nepal/en/home/presscenter/articles/2020/Three-in-Five-employees-lost-their-jobs-due-to-COVID19-in-Nepal.html', 'https://www.financialnotices.com/career-notices.html', 'https://careers.wvi.org/job-opportunities-in-nepal', 'https://kantipurjob.com/', 'https://jobs.theguardian.com/jobs/nepal/job-vacancy/no-remote-option/', 'https://play.google.com/store/apps/details?id=com.suvidhatech.application&hl=en_US&gl=US', 'https://in.linkedin.com/in/ramesh-dangal-478262117'] 
2022-01-04 16:01:28,109 | checkjobwebsite | __init__ - INFO: Checking Homepage based websites:
2022-01-04 16:01:30,193 | checkjobwebsite | check_urls - INFO: Verifying https://merojob.com/
2022-01-04 16:01:30,860 | checkjobwebsite | check_urls - INFO: Verifying https://merojob.com/
2022-01-04 16:01:31,044 | checkjobwebsite | check_urls - INFO: Verifying https://www.ramrojob.com/
2022-01-04 16:01:31,695 | checkjobwebsite | check_urls - INFO: Verifying https://www.ramrojob.com/
2022-01-04 16:01:32,647 | checkjobwebsite | check_urls - INFO: Verifying https://www.merorojgari.com/
2022-01-04 16:01:33,402 | checkjobwebsite | check_urls - INFO: Verifying https://www.merorojgari.com/
2022-01-04 16:01:37,144 | checkjobwebsite | check_urls - INFO: Verifying https://www.kumarijob.com/
2022-01-04 16:01:37,834 | checkjobwebsite | check_urls - INFO: Verifying https://www.kumarijob.com/
2022-01-04 16:01:37,875 | checkjobwebsite | check_urls - INFO: Verifying https://www.jobejee.com/
2022-01-04 16:01:38,913 | checkjobwebsite | check_urls - INFO: Verifying https://kantipurjob.com/
2022-01-04 16:01:39,334 | checkjobwebsite | check_urls - INFO: Verifying https://www.allnepaljob.com/
2022-01-04 16:01:40,283 | checkjobwebsite | check_urls - INFO: Verified ['https://merojob.com/', 'https://www.ramrojob.com/', 'https://www.merorojgari.com/', 'https://www.kumarijob.com/', 'https://kantipurjob.com/'] to be new job websites.
2022-01-04 16:01:40,486 | checkjobwebsite | check_urls - INFO: Verified ['https://www.jobsnepal.com/', 'https://merojob.com/', 'https://www.ramrojob.com/', 'https://www.merorojgari.com/', 'https://www.kumarijob.com/', 'https://www.jobejee.com/', 'https://www.allnepaljob.com/'] to be new job websites.
2022-01-04 20:20:37,439 | parameters | get_parameters_from_node - INFO: Got Parameters  {'job specification', 'other specification', 'education', 'professional skill required', 'education level', 'description', 'offered salary', 'level', 'job location', 'job level', 'job category', 'specification', 'experience required', 'vacancy', 'no. of vacancy/s', 'industry', 'employment type', 'experience', 'skills', 'job description'} from node
2022-01-04 20:21:21,571 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:21:22,098 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:22:04,675 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:22:05,385 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:22:19,243 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:22:19,298 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:22:34,523 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:22:34,626 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:22:49,813 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:22:50,211 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:23:04,450 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:23:04,490 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:23:22,005 | parameters | get_parameters_from_node - INFO: Got Parameters  {'salary', 'job category', 'experience', 'education level', 'openings', 'job description', 'desired candidate', 'description', 'skills', 'no. of openings', 'category', 'education', 'job location', 'location'} from node
2022-01-04 20:23:35,258 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:23:35,578 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:23:50,424 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:23:50,866 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:24:05,600 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:24:05,722 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:24:20,449 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:24:20,479 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:24:35,799 | parameters | get_parameters_from_node - INFO: Got Parameters  {'level', 'salary', 'offered salary', 'experience', 'gender', 'industry', 'vacancy', 'job type', 'job description', 'skills', 'apply instruction', 'career level', 'no. of vacancy', 'education + experience', 'description', 'location'} from node
2022-01-04 20:24:49,962 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:24:50,003 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:25:04,623 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:25:04,695 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:25:25,662 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:25:25,693 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:25:35,388 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:25:35,457 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:25:55,403 | parameters | get_parameters_from_node - INFO: Got Parameters  {'salary'} from node
2022-01-04 20:25:55,490 | parameters | get_parameters_from_node - INFO: Got Parameters  {'salary', 'employment type', 'experience', 'gender', 'job type', 'job description', 'skills', 'benefits', 'education', 'no. of vacancy', 'location'} from node
2022-01-04 20:26:10,760 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:26:10,792 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:26:25,565 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:26:25,590 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:26:40,863 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:26:40,884 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:26:55,800 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:26:55,824 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:27:05,014 | parameters | get_parameters_from_node - INFO: Got Parameters  {'vacancy', 'vehicle possesion', 'age', 'category', 'job location', 'experience', 'prefered age', 'qualification', 'skills', 'special information', 'salary', 'job description', 'job requirements', 'location', 'offered salary', 'job category', 'employment type', 'gender', 'no. of vacancies', 'description'} from node
2022-01-04 20:27:21,862 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:27:22,058 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:27:39,109 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:27:39,325 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:27:56,852 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:27:59,697 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:28:04,760 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 20:28:04,891 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 21:02:06,400 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 21:02:55,579 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 21:03:03,521 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 21:03:11,187 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 21:03:18,825 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 21:03:25,502 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 21:03:34,690 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 21:03:41,614 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 21:03:50,209 | parameters | get_parameters_from_node - INFO: Got Parameters  set() from node
2022-01-04 21:08:05,905 | parameters | get_parameters_from_node - INFO: Got Parameters  {'location', 'salary', 'experience', 'job description', 'job level', 'level', 'experience required', 'job location', 'description', 'employment type', 'education', 'category', 'job category', 'other specification', 'job specification', 'offered salary', 'specification', 'no. of vacancy/s', 'education level'} from node
2022-01-04 21:08:13,486 | parameters | get_parameters_from_node - INFO: Got Parameters  {'location', 'salary', 'experience', 'job description', 'job level', 'level', 'experience required', 'job location', 'description', 'employment type', 'education', 'category', 'job category', 'other specification', 'job specification', 'offered salary', 'specification', 'professional skill required', 'no. of vacancy/s', 'education level'} from node
2022-01-04 21:08:20,814 | parameters | get_parameters_from_node - INFO: Got Parameters  {'location', 'salary', 'responsibilities', 'experience', 'job description', 'job level', 'level', 'experience required', 'job location', 'description', 'employment type', 'education', 'category', 'job category', 'other specification', 'job specification', 'offered salary', 'specification', 'professional skill required', 'no. of vacancy/s', 'education level'} from node
2022-01-04 21:08:30,468 | parameters | get_parameters_from_node - INFO: Got Parameters  {'location', 'salary', 'experience', 'job description', 'job level', 'level', 'experience required', 'job location', 'description', 'employment type', 'education', 'category', 'job category', 'other specification', 'job specification', 'offered salary', 'specification', 'professional skill required', 'no. of vacancy/s', 'education level'} from node
2022-01-04 21:08:37,312 | parameters | get_parameters_from_node - INFO: Got Parameters  {'location', 'salary', 'experience', 'job description', 'job level', 'level', 'experience required', 'job location', 'description', 'employment type', 'education', 'category', 'job category', 'other specification', 'job specification', 'offered salary', 'specification', 'no. of vacancy/s', 'education level'} from node
2022-01-04 21:08:45,074 | parameters | get_parameters_from_node - INFO: Got Parameters  {'job level', 'location', 'level', 'no. of openings', 'job category', 'job location', 'desired candidate', 'salary', 'description', 'openings', 'job specification', 'apply instruction', 'education', 'specification', 'experience', 'education level', 'category', 'job description'} from node
2022-01-04 21:08:51,859 | parameters | get_parameters_from_node - INFO: Got Parameters  {'job level', 'location', 'level', 'no. of openings', 'job category', 'job location', 'description', 'salary', 'job specification', 'openings', 'specification', 'category', 'job description'} from node
